,# of Overlap Pathways,Family
1135,987,"C16H9O11, C17H13O12, C17H15O13"
1136,1533,"C16H9O11, C17H13O12, C18H17O13"
1137,635,"C16H9O11, C16H11O12, C17H15O13"
1138,875,"C16H9O11, C16H11O12, C17H11O14"
1139,1784,"C16H9O11, C17H9O13, C17H11O14"
1140,297,"C22H15O10, C23H19O11"
1141,719,"C16H9O12, C17H13O13"
1142,719,"C16H9O12, C16H11O13"
1143,1466,"C21H27O8, C22H27O10"
1144,739,"C13H15O7, C14H15O9"
1145,69,"C15H21O6, C16H21O8, C17H21O10, C18H21O12"
1146,2110,"C17H13O10, C18H13O11, C18H15O12, C18H17O13"
1147,1846,"C18H11O11, C18H13O12, C19H17O13"
1148,1956,"C18H11O11, C19H15O12, C19H17O13"
1149,1420,"C21H19O9, C21H21O10, C22H21O12"
1150,1219,"C21H19O9, C22H23O10"
1151,2182,"C16H17O8, C17H17O10, C17H19O11, C18H19O13"
1152,597,"C17H15O9, C18H19O10, C19H19O12"
1153,1041,"C17H15O9, C17H17O10, C18H17O12, C19H17O14"
1154,1200,"C13H11O9, C14H11O10, C15H11O12"
1155,1489,"C13H11O9, C14H11O11"
1156,1011,"C13H11O9, C13H13O10"
1157,2158,"C17H15O10, C17H17O11, C18H17O13, C18H19O14"
1158,155,"C16H15O8, C17H15O10, C17H17O11, C17H19O12"
1159,426,"C16H15O8, C17H15O10, C17H17O11, C18H21O12, C19H21O14"
1160,601,"C16H15O8, C17H19O9, C18H19O11, C19H23O12"
1161,86,"C16H15O8, C16H17O9, C17H17O11, C18H21O12, C19H21O14"
1162,267,"C16H15O8, C16H17O9, C17H17O11, C18H17O13, C19H21O14"
1163,71,"C16H15O8, C16H17O9, C17H17O11, C17H19O12"
1164,476,"C19H23O8, C20H23O10"
1165,826,"C13H17O8, C14H17O10"
1166,208,"C14H11O8, C14H13O9"
1167,275,"C14H11O8, C15H11O10, C16H11O12, C16H13O13"
1168,278,"C14H11O8, C15H11O10, C16H11O12, C17H11O14"
1169,127,"C17H19O7, C18H23O8, C19H23O10, C20H27O11"
1170,114,"C17H19O7, C17H21O8, C18H21O10, C19H21O12, C20H25O13"
1171,1063,"C19H21O8, C20H25O9, C21H25O11"
1172,5530,"C19H21O8, C20H21O10, C21H25O11"
1173,2105,"C19H21O8, C20H21O10, C20H23O11"
1174,287,"C19H19O9, C19H21O10"
1175,733,"C16H13O9, C16H15O10, C17H15O12, C18H19O13"
1176,749,"C16H13O9, C16H15O10, C17H15O12, C18H15O14, C18H17O15"
1177,585,"C13H11O9, C14H11O11, C14H13O12"
1178,337,"C13H11O9, C14H11O10, C14H13O11"
1179,392,"C13H11O9, C13H13O10, C14H13O12"
1180,678,"C16H11O11, C16H13O12, C17H17O13"
1181,583,"C16H11O11, C16H13O12, C16H15O13"
1182,606,"C15H21O8, C16H21O10"
1183,2346,"C19H11O11, C20H15O12"
1184,174,"C11H11O9, C12H15O10"
1185,4083,"C21H15O9, C22H15O11, C22H17O12"
1186,1445,"C19H13O10, C20H17O11, C20H19O12"
1187,485,"C22H13O11, C22H15O12"
1188,843,"C16H17O9, C16H19O10, C17H19O12"
1189,163,"C15H17O7, C15H19O8, C16H19O10"
1190,82,"C15H17O7, C16H17O9, C17H17O11, C18H17O13"
1191,168,"C15H17O7, C16H17O9, C16H19O10"
1192,785,"C16H13O10, C16H15O11, C17H15O13"
1193,1301,"C16H13O10, C17H17O11, C18H17O13"
1194,1895,"C19H21O9, C19H23O10, C20H23O12"
1195,917,"C17H13O8, C18H13O10, C19H17O11, C19H19O12"
1196,1215,"C17H13O8, C18H13O10, C19H17O11, C20H17O13"
1197,3337,"C17H13O8, C18H13O10, C19H13O12, C20H13O14"
1198,1887,"C17H13O8, C18H13O10, C19H13O12, C19H15O13"
1199,1887,"C17H13O8, C18H13O10, C19H13O12, C20H17O13"
1200,826,"C13H11O8, C14H11O10"
1201,2084,"C15H11O10, C16H11O12, C16H13O13"
1202,1394,"C23H23O9, C24H27O10"
1203,30,"C17H13O7, C18H13O9, C19H17O10, C20H17O12, C20H19O13"
1204,29,"C17H13O7, C18H13O9, C19H17O10, C20H21O11"
1205,38,"C17H13O7, C18H13O9, C19H13O11, C20H13O13"
1206,33,"C17H13O7, C18H13O9, C19H13O11, C19H15O12, C20H19O13"
1207,38,"C17H13O7, C18H13O9, C19H13O11, C20H17O12, C20H19O13"
1208,766,"C20H23O8, C20H25O9, C21H25O11"
1209,1465,"C20H23O8, C21H23O10, C21H25O11"
1210,2672,"C20H23O8, C21H23O10, C22H27O11"
1211,1605,"C13H17O7, C14H17O9"
1212,724,"C14H17O7, C15H17O9, C16H17O11"
1213,439,"C21H11O11, C22H15O12"
1214,256,"C14H17O6, C15H21O7"
1215,68,"C14H17O6, C15H17O8, C16H17O10, C17H17O12, C17H19O13"
1216,280,"C14H17O6, C15H17O8, C15H19O9"
1217,162,"C19H15O10, C19H17O11"
1218,370,"C19H15O10, C20H15O12"
1219,1049,"C18H9O13, C18H11O14"
1220,159,"C18H15O10, C18H17O11"
1221,816,"C20H19O9, C20H21O10, C20H23O11"
1222,221,"C14H11O11, C15H15O12"
1223,60,"C12H5O9, C13H9O10"
1224,740,"C17H13O9, C17H15O10, C18H15O12, C19H19O13"
1225,933,"C17H13O9, C17H15O10, C18H15O12, C19H15O14"
1226,899,"C17H13O9, C17H15O10, C18H15O12, C18H17O13"
1227,810,"C17H13O9, C18H17O10, C19H17O12, C19H19O13, C19H21O14"
1228,620,"C17H13O9, C18H17O10, C19H17O12, C20H21O13"
1229,446,"C16H15O8, C17H15O10, C17H17O11, C18H17O13, C18H19O14"
1230,653,"C16H15O9, C17H19O10"
1231,619,"C16H15O9, C16H17O10, C17H17O12"
1232,305,"C13H13O7, C14H13O9"
1233,415,"C20H27O8, C21H27O10"
1234,1166,"C15H11O8, C16H11O10, C17H11O12, C18H11O14, C18H13O15"
1235,1166,"C15H11O8, C16H11O10, C17H11O12, C18H15O13"
1236,981,"C15H11O8, C16H11O10, C17H11O12, C17H13O13, C18H13O15"
1237,623,"C15H11O8, C16H11O10, C16H13O11, C17H17O12"
1238,974,"C15H11O8, C16H11O10, C16H13O11, C17H13O13, C18H13O15"
1239,623,"C15H11O8, C16H11O10, C17H15O11, C17H17O12"
1240,682,"C15H11O8, C16H11O10, C17H15O11, C18H15O13"
1241,2182,"C16H21O8, C17H21O10"
1242,111,"C17H13O10, C17H15O11, C18H15O13"
1243,902,"C16H19O9, C17H23O10, C18H23O12"
1244,1502,"C17H23O8, C18H23O10, C19H23O12"
1245,145,"C15H21O7, C16H21O9, C17H21O11"
1246,425,"C18H19O8, C19H23O9, C20H23O11"
1247,433,"C18H19O8, C18H21O9, C19H21O11, C20H21O13"
1248,917,"C14H13O7, C15H13O9, C16H13O11, C17H17O12"
1249,4997,"C14H13O7, C15H13O9, C16H13O11, C17H13O13, C18H13O15"
1250,605,"C17H21O8, C18H21O10, C19H21O12, C19H23O13"
1251,334,"C17H15O10, C17H17O11, C18H17O13"
1252,398,"C17H15O10, C18H19O11, C19H19O13"
1253,463,"C17H17O8, C18H21O9, C19H21O11, C19H23O12"
1254,366,"C17H17O8, C18H21O9, C19H21O11, C20H25O12"
1255,652,"C17H17O8, C18H21O9, C19H21O11, C20H21O13"
1256,292,"C17H17O8, C17H19O9, C18H19O11, C18H21O12, C19H21O14"
1257,475,"C17H17O8, C17H19O9, C18H19O11, C19H19O13, C19H21O14"
1258,405,"C17H17O8, C17H19O9, C18H19O11, C19H23O12"
1259,426,"C17H17O8, C18H17O10, C18H19O11, C18H21O12, C19H21O14"
1260,1339,"C20H19O11, C20H21O12, C20H23O13"
1261,206,"C18H21O10, C18H23O11, C19H23O13"
1262,352,"C16H13O10, C16H15O11, C16H17O12"
1263,24523,"C15H17O7, C16H17O9, C17H17O11, C18H17O13, C18H19O14"
1264,266,"C12H7O9, C13H7O11"
1265,276,"C12H7O9, C13H11O10"
1266,284,"C14H13O10, C15H13O12, C15H15O13"
1267,297,"C14H13O8, C14H15O9, C14H17O10"
1268,412,"C16H13O11, C17H17O12, C18H17O14"
1269,18,"C17H19O8, C18H19O9, C19H19O11"
1270,270,"C15H15O8, C16H15O10, C17H15O12, C18H15O14"
1271,1662,"C14H9O9, C15H9O11, C16H9O13"
1272,1605,"C13H9O9, C14H9O11"
1273,19011,"C15H19O7, C16H19O8, C17H19O10, C18H19O12, C19H19O14"
1274,12207,"C15H19O7, C16H19O8, C17H19O10, C18H19O12, C18H21O13"
1275,1727,"C15H11O10, C16H11O12, C17H15O13"
1276,1284,"C15H11O10, C16H15O11, C17H15O13"
1277,44,"C16H19O8, C16H21O9"
1278,586,"C16H13O8, C17H13O10, C18H17O11, C19H17O13"
1279,561,"C16H13O9, C16H15O10, C17H15O12, C17H17O13"
1280,236,"C19H11O11, C20H11O13"
1281,767,"C15H13O12, C15H15O13"
1282,155,"C13H9O8, C14H9O10, C15H9O12, C16H13O13"
1283,794,"C13H9O8, C14H13O9"
1284,892,"C15H15O8, C15H17O9"
1285,290,"C14H15O7, C15H15O9, C16H15O11"
1286,566,"C14H15O7, C15H19O8"
1287,15822,"C14H15O7, C15H15O8, C16H15O10, C17H15O12, C18H19O13"
1288,6838,"C14H15O7, C15H15O8, C16H15O10, C17H19O11, C18H19O13"
1289,870,"C16H11O9, C17H15O10, C17H17O11, C18H17O13, C19H21O14"
1290,1694,"C16H11O9, C17H15O10, C18H15O12, C18H17O13"
1291,1460,"C16H11O9, C17H15O10, C18H15O12, C19H19O13"
1292,1999,"C16H11O9, C17H15O10, C18H15O12, C19H15O14"
1293,983,"C16H11O9, C16H13O10, C17H13O12, C18H17O13"
1294,773,"C16H11O9, C16H13O10, C17H13O12, C17H15O13"
1295,1167,"C16H11O9, C16H13O10, C17H13O12, C18H13O14"
1296,298,"C16H11O9, C16H13O10, C16H15O11, C17H15O13"
1297,462,"C16H11O9, C16H13O10, C17H17O11, C18H17O13"
1298,2296,"C16H11O9, C17H11O11, C18H11O13, C18H13O14"
1299,1546,"C16H11O9, C17H11O11, C18H15O12, C18H17O13"
1300,1875,"C16H11O9, C17H11O11, C18H15O12, C19H15O14"
1301,1546,"C16H11O9, C17H11O11, C17H13O12, C18H17O13"
1302,1970,"C16H11O9, C17H11O11, C17H13O12, C18H13O14"
1303,15,"C17H13O7, C18H13O9, C19H13O11, C19H15O12, C19H17O13"
1304,11,"C17H13O7, C18H13O9, C18H15O10, C18H17O11, C19H17O13"
1305,11,"C17H13O7, C18H13O9, C18H15O10, C19H15O12, C19H17O13"
1306,12,"C17H13O7, C18H13O9, C18H15O10, C19H15O12, C20H19O13"
1307,1813,"C19H19O8, C20H19O10, C21H19O12"
1308,2381,"C19H19O8, C20H19O10, C21H23O11, C21H25O12"
1309,1913,"C19H19O8, C20H19O10, C20H21O11, C21H25O12"
1310,1105,"C19H19O8, C20H23O9, C21H23O11, C21H25O12"
1311,202,"C19H19O8, C19H21O9, C20H21O11, C21H25O12"
1312,182,"C19H19O8, C19H21O9, C20H21O11, C20H23O12"
1313,6508,"C15H19O6, C16H19O7, C17H19O9, C18H23O10, C19H23O12"
1314,15468,"C15H19O6, C16H19O7, C17H19O9, C18H19O11, C19H23O12"
1315,11,"C15H19O6, C16H19O8"
1316,2724,"C20H25O9, C21H29O10"
1317,251,"C16H9O11, C17H13O12"
1318,1327,"C14H17O7, C15H17O9, C16H21O10"
1319,639,"C19H13O9, C20H17O10, C21H17O12"
1320,2584,"C19H13O9, C20H17O10, C21H17O11, C22H21O12"
1321,347,"C19H13O9, C20H13O11, C20H15O12"
1322,846,"C19H13O9, C20H13O11, C21H13O13"
1323,605,"C19H13O9, C20H13O11, C21H17O12"
1324,69,"C16H19O9, C17H19O11, C17H21O12"
1325,103,"C17H13O8, C18H17O9, C19H17O11, C19H19O12"
1326,218,"C17H13O8, C18H17O9, C19H17O11, C20H21O12"
1327,458,"C17H13O8, C18H17O9, C19H17O11, C20H17O13"
1328,2478,"C17H13O8, C18H13O10, C18H15O11, C19H15O13, C19H17O14"
1329,366,"C17H13O8, C18H13O10, C18H15O11, C19H19O12"
1330,693,"C14H11O10, C15H11O12, C15H13O13"
1331,580,"C17H15O9, C18H19O10, C19H19O12, C20H23O13"
1332,641,"C15H11O11, C15H13O12, C16H13O14"
1333,4532,"C20H25O8, C21H25O10, C21H27O11"
1334,3273,"C20H25O8, C21H25O10, C22H29O11"
1335,603,"C15H11O10, C16H15O11, C16H17O12"
1336,649,"C15H11O10, C15H13O11, C16H17O12"
1337,1207,"C16H19O9, C17H23O10"
1338,211,"C16H13O9, C16H15O10, C17H19O11, C18H19O13"
1339,125,"C16H13O9, C16H15O10, C16H17O11, C17H17O13"
1340,270,"C16H13O9, C17H17O10, C17H19O11, C18H19O13"
1341,1059,"C19H13O10, C19H15O11, C20H19O12"
1342,1016,"C19H13O10, C19H15O11, C19H17O12"
1343,1191,"C19H13O10, C19H15O11, C20H15O13"
1344,182,"C19H21O8, C20H21O10, C20H23O11, C20H25O12"
1345,283,"C19H21O8, C19H23O9, C20H23O11, C21H27O12"
1346,143,"C19H21O8, C19H23O9, C20H23O11, C20H25O12"
1347,407,"C19H21O8, C20H25O9, C21H25O11, C21H27O12"
1348,511,"C14H7O10, C15H7O12"
1349,284,"C14H7O10, C15H11O11"
1350,1008,"C16H15O10, C17H15O12"
1351,1020,"C18H15O9, C18H17O10, C19H17O12, C19H19O13"
1352,1208,"C18H15O9, C18H17O10, C19H17O12, C20H21O13"
1353,584,"C19H9O11, C20H13O12"
1354,582,"C19H9O11, C19H11O12, C20H11O14"
1355,1236,"C17H17O9, C18H17O11, C18H19O12"
1356,113,"C13H5O10, C14H9O11"
1357,227,"C13H13O8, C14H13O10, C15H13O12"
1358,385,"C13H13O8, C14H17O9, C15H17O11"
1359,1391,"C17H11O10, C17H13O11, C18H13O13, C19H17O14"
1360,1129,"C17H11O10, C17H13O11, C18H13O13, C18H15O14"
1361,62,"C17H17O7, C18H17O9, C18H19O10, C19H19O12, C19H21O13"
1362,134,"C17H17O7, C18H17O9, C18H19O10, C19H19O12, C20H23O13"
1363,192,"C17H17O7, C18H17O9, C19H21O10, C20H21O12, C20H23O13"
1364,62,"C17H17O7, C18H17O9, C19H17O11, C19H19O12, C19H21O13"
1365,829,"C17H17O7, C18H17O9, C19H17O11, C20H17O13"
1366,429,"C17H17O7, C18H17O9, C19H17O11, C20H21O12"
1367,231,"C17H19O10, C17H21O11"
1368,1060,"C19H17O9, C20H17O11, C20H19O12"
1369,412,"C17H17O9, C18H21O10, C19H21O12"
1370,104,"C13H11O7, C13H13O8, C14H13O10"
1371,99,"C13H11O7, C13H13O8, C14H13O9, C15H13O11"
1372,71,"C13H11O7, C14H11O9, C15H15O10"
1373,176,"C13H11O7, C14H11O9, C14H13O10"
1374,57,"C13H11O7, C14H15O8, C15H15O9, C16H15O11"
1375,56,"C13H11O7, C14H15O8, C15H15O10"
1376,43,"C15H13O9, C16H13O11"
1377,92,"C20H9O11, C21H13O12"
1378,152,"C20H9O11, C21H9O13"
1379,134,"C20H9O11, C20H11O12"
1380,130,"C12H9O8, C12H11O9"
1381,171,"C23H19O10, C23H21O11"
1382,63,"C18H21O8, C18H23O9"
1383,714,"C17H17O11, C18H21O12"
1384,1076,"C17H21O7, C18H21O9, C18H23O10, C19H23O12"
1385,485,"C17H19O8, C18H19O10, C18H21O11, C19H21O13"
1386,471,"C17H19O8, C18H19O10, C18H21O11, C18H23O12"
1387,503,"C17H19O8, C18H19O10, C19H19O12, C19H21O13"
1388,692,"C17H19O8, C18H19O10, C19H19O12, C20H23O13"
1389,692,"C17H19O8, C18H19O10, C19H23O11, C20H23O13"
1390,331,"C17H19O8, C17H21O9, C18H21O11, C18H23O12"
1391,363,"C17H19O8, C17H21O9, C18H21O11, C19H21O13"
1392,539,"C17H19O8, C18H23O9, C19H23O11, C20H23O13"
1393,60,"C12H9O8, C13H9O10, C14H13O11"
1394,369,"C20H19O9, C21H19O11"
1395,141,"C20H19O9, C20H21O10"
1396,1009,"C19H9O12, C19H11O13, C19H13O14"
1397,141,"C17H17O9, C17H19O10, C18H19O12"
1398,209,"C18H21O8, C18H23O9, C19H23O11"
1399,299,"C18H21O8, C19H21O10, C19H23O11"
1400,1115,"C17H21O7, C18H21O9, C19H21O11, C20H25O12"
1401,107,"C13H11O7, C14H11O9, C15H11O11, C16H15O12"
1402,107,"C13H11O7, C14H11O9, C15H15O10, C16H15O12"
1403,95,"C13H11O7, C14H15O8, C15H15O10, C16H15O12"
1404,290,"C17H19O8, C18H19O9, C19H19O11, C19H21O12"
1405,290,"C17H19O8, C18H19O9, C19H19O11, C20H19O13"
1406,198,"C17H19O8, C18H19O9, C19H19O11, C20H23O12"
1407,362,"C20H21O9, C20H23O10, C20H25O11"
1408,118,"C16H15O7, C16H17O8, C17H17O10, C18H17O12, C19H17O14"
1409,262,"C16H15O7, C17H15O9, C18H19O10, C19H19O12, C20H23O13"
1410,439,"C16H15O7, C17H15O9, C18H15O11, C18H17O12, C19H17O14"
1411,431,"C16H15O7, C17H15O9, C17H17O10, C18H17O12, C19H17O14"
1412,144,"C15H15O8, C16H19O9, C17H19O11"
1413,345,"C14H17O7, C15H21O8"
1414,1574,"C18H17O8, C19H17O10, C20H17O12, C20H19O13"
1415,340,"C18H17O8, C19H17O10, C19H19O11, C19H21O12"
1416,516,"C18H17O8, C19H17O10, C19H19O11, C20H19O13"
1417,713,"C18H17O8, C19H17O10, C20H21O11, C21H25O12"
1418,295,"C18H17O8, C18H19O9, C19H19O11, C20H23O12"
1419,415,"C18H17O8, C19H21O9, C20H21O11, C20H23O12, C20H25O13"
1420,295,"C18H17O8, C19H21O9, C20H21O11, C21H25O12"
1421,881,"C20H13O10, C21H13O12, C21H15O13"
1422,174,"C14H19O8, C15H19O10"
1423,193,"C19H17O9, C19H19O10, C19H21O11, C20H21O13"
1424,410,"C17H19O9, C18H19O11"
1425,465,"C19H27O8, C20H27O10"
1426,461,"C14H15O8, C14H17O9, C15H17O11"
1427,146,"C14H15O8, C15H15O9, C15H17O10"
1428,71,"C16H17O7, C17H17O9, C17H19O10"
1429,567,"C20H15O9, C21H15O11, C21H17O12"
1430,427,"C20H15O9, C21H15O11, C22H19O12"
1431,647,"C14H17O7, C15H17O8, C16H17O10"
1432,131,"C21H21O8, C22H25O9, C23H25O11"
1433,86,"C21H21O8, C21H23O9, C22H23O11"
1434,275,"C21H21O8, C22H21O10, C23H25O11"
1435,116,"C21H21O8, C22H21O10, C22H23O11"
1436,8,"C12H9O7, C13H9O8, C14H9O10, C14H11O11, C15H11O13"
1437,30,"C12H9O7, C13H9O8, C14H9O10, C15H13O11, C16H13O13"
1438,42,"C12H9O7, C13H9O8, C14H9O10, C15H9O12, C16H13O13"
1439,30,"C12H9O7, C13H9O8, C14H9O10, C15H9O12, C15H11O13"
1440,6,"C12H9O7, C13H9O8, C14H13O9, C15H13O11, C16H17O12"
1441,6,"C12H9O7, C13H9O8, C14H13O9, C15H13O11, C15H15O12, C16H15O14"
1442,28,"C12H9O7, C13H9O8, C14H13O9, C15H13O11, C16H13O13, C16H15O14"
1443,9,"C12H9O7, C13H9O9, C14H9O11, C15H13O12"
1444,9,"C12H9O7, C13H9O9, C14H9O11, C14H11O12"
1445,9,"C12H9O7, C13H9O9, C14H9O11, C15H9O13"
1446,9,"C12H9O7, C13H9O9, C14H13O10, C15H13O12, C16H13O14"
1447,9,"C12H9O7, C13H9O9, C13H11O10, C14H11O12"
1448,142,"C21H23O8, C22H23O10"
1449,38,"C21H23O8, C21H25O9"
1450,323580,"C14H17O7, C15H17O8, C16H17O10, C17H17O12, C18H17O14"
1451,792,"C19H23O8, C20H27O9"
1452,683,"C14H15O8, C14H17O9"
1453,239,"C14H9O10, C15H13O11"
1454,379,"C13H13O9, C14H13O11"
1455,273,"C14H17O7, C15H17O8, C16H17O10, C17H17O12"
1456,368,"C21H11O11, C21H13O12"
1457,201,"C15H15O7, C15H17O8"
1458,205,"C15H15O7, C16H15O9, C17H15O11, C17H17O12"
1459,205,"C15H15O7, C16H15O9, C17H15O11, C18H15O13"
1460,986,"C13H11O9, C14H11O10, C15H11O12, C16H15O13"
1461,293,"C15H19O6, C16H19O8, C17H19O10, C18H23O11"
1462,8678,"C15H19O6, C16H19O8, C17H19O10, C18H19O12, C19H19O14"
1463,27670,"C15H19O6, C16H19O7, C17H19O9, C17H21O10, C18H21O12, C19H21O14"
1464,331815,"C15H19O6, C16H19O7, C17H19O9, C18H19O11, C18H21O12, C19H21O14"
1465,331815,"C15H19O6, C16H19O7, C17H19O9, C18H19O11, C19H19O13, C19H21O14"
1466,85,"C17H11O9, C18H11O11, C19H15O12"
1467,922,"C17H11O9, C18H11O11, C19H11O13, C19H13O14"
1468,889,"C17H11O9, C18H11O11, C18H13O12, C19H13O14"
1469,389,"C18H21O7, C19H21O9, C20H21O11, C21H25O12"
1470,249,"C18H21O7, C19H21O9, C20H21O11, C20H23O12"
1471,188,"C18H21O7, C19H21O9, C20H25O10, C21H25O12"
1472,168,"C18H21O7, C19H21O9, C19H23O10, C20H23O12"
1473,170,"C18H21O7, C19H25O8, C20H25O10, C21H25O12"
1474,436,"C13H11O8, C14H11O10, C15H11O12, C16H15O13"
1475,385,"C13H11O8, C14H11O10, C15H15O11, C16H15O13"
1476,384,"C13H11O8, C14H15O9, C15H15O11, C16H15O13"
1477,547,"C12H13O9, C13H13O11"
1478,58,"C13H11O8, C13H13O9, C14H13O11"
1479,750,"C13H11O8, C14H11O10, C15H11O12"
1480,89,"C13H11O8, C14H11O10, C14H13O11"
1481,80,"C13H11O8, C14H11O10, C15H15O11"
1482,80,"C13H11O8, C14H15O9, C15H15O11"
1483,219,"C18H23O7, C19H23O9, C20H23O11"
1484,160,"C18H23O7, C19H23O9, C19H25O10"
1485,260,"C18H13O10, C18H15O11, C19H15O13"
1486,228,"C17H19O6, C18H19O8, C19H19O10, C20H19O12, C20H21O13"
1487,228,"C17H19O6, C18H19O8, C19H19O10, C20H23O11"
1488,113,"C14H19O7, C15H19O9, C16H19O11"
1489,221,"C18H9O10, C18H11O11, C19H15O12"
1490,1364,"C18H9O10, C18H11O11, C19H11O13, C19H13O14"
1491,629,"C18H9O10, C19H13O11, C19H15O12"
1492,609,"C18H9O10, C19H13O11, C20H13O13"
1493,452,"C18H9O10, C19H9O12, C20H13O13"
1494,1988,"C18H9O10, C19H9O12, C19H11O13, C19H13O14"
1495,552,"C18H9O10, C19H9O12, C20H9O14"
1496,148,"C16H15O7, C17H15O9, C17H17O10, C18H17O12, C19H21O13"
1497,148,"C16H15O7, C17H15O9, C17H17O10, C18H17O12, C18H19O13"
1498,156,"C16H15O7, C17H15O9, C18H15O11, C18H17O12, C18H19O13"
1499,148,"C16H15O7, C17H15O9, C18H19O10, C19H19O12, C19H21O13"
1500,27,"C15H15O7, C16H19O8"
1501,144,"C15H15O7, C15H17O8, C16H17O10, C17H17O12, C17H19O13"
1502,138,"C18H13O9, C18H15O10, C18H17O11, C19H17O13"
1503,159,"C18H13O9, C18H15O10, C19H15O12, C20H19O13"
1504,148,"C18H13O9, C18H15O10, C19H15O12, C19H17O13"
1505,554,"C13H9O9, C13H11O10"
1506,213,"C13H9O9, C14H13O10"
1507,2319,"C15H19O7, C16H19O8, C17H19O10, C17H21O11, C18H21O13"
1508,260,"C20H15O9, C20H17O10, C21H17O11, C22H21O12"
1509,80,"C20H15O9, C20H17O10, C21H17O12"
1510,241,"C15H7O11, C16H11O12"
1511,280,"C15H7O11, C16H7O13"
1512,751,"C16H13O10, C17H17O11, C18H17O13, C18H19O14"
1513,699,"C16H13O10, C16H15O11, C17H15O13, C17H17O14"
1514,329,"C15H19O7, C16H19O8, C17H19O10"
1515,245,"C14H17O6, C14H19O7, C15H19O9"
1516,249,"C14H17O6, C14H19O7, C15H19O8"
1517,167,"C14H17O6, C15H17O8, C16H17O10"
1518,467,"C17H11O9, C18H11O11, C19H15O12, C19H17O13"
1519,467,"C17H11O9, C18H11O11, C18H13O12, C19H17O13"
1520,1682,"C17H11O9, C17H13O10, C18H13O11, C19H13O13, C19H15O14"
1521,631,"C17H11O9, C17H13O10, C18H13O11, C19H17O12"
1522,1547,"C17H11O9, C17H13O10, C18H13O12, C19H13O14"
1523,840,"C17H11O9, C17H13O10, C18H13O12, C19H17O13"
1524,840,"C17H11O9, C17H13O10, C18H13O12, C18H15O13"
1525,475,"C17H11O9, C18H15O10, C19H15O12, C19H17O13"
1526,474,"C17H11O9, C18H15O10, C19H15O12, C20H19O13"
1527,309,"C15H17O9, C16H17O11, C16H19O12"
1528,366,"C13H13O9, C14H13O11, C15H13O13"
1529,357,"C17H15O9, C17H17O10, C18H17O12, C18H19O13"
1530,323,"C17H15O9, C17H17O10, C18H17O12, C19H21O13"
1531,369,"C17H15O9, C18H19O10, C19H19O12, C19H21O13"
1532,25,"C16H13O8, C17H13O10, C18H13O11, C19H13O13"
1533,457,"C17H21O7, C18H21O9, C19H25O10, C20H25O12"
1534,447,"C17H17O7, C18H17O9, C19H17O11, C19H19O12"
1535,189,"C12H13O7, C13H13O9, C14H13O11, C15H13O13"
1536,16,"C12H13O7, C13H13O9, C14H13O11, C14H15O12"
1537,40,"C12H13O7, C13H13O9, C13H15O10"
1538,47,"C12H13O7, C13H13O9, C14H17O10"
1539,242,"C15H19O7, C15H21O8"
1540,672,"C14H11O10, C15H15O11, C16H15O13"
1541,19,"C19H13O9, C19H15O10, C20H15O12"
1542,70,"C17H11O11, C18H11O13"
1543,429,"C20H21O7, C21H21O9, C21H23O10"
1544,427,"C20H21O7, C21H21O9, C22H21O11"
1545,26,"C13H19O7, C14H19O9"
1546,158,"C17H17O9, C17H19O10, C17H21O11"
1547,155,"C15H11O11, C15H13O12"
1548,112,"C18H7O11, C18H9O12, C19H13O13"
1549,86,"C18H7O11, C18H9O12, C19H9O14"
1550,97,"C18H7O11, C19H11O12, C19H13O13"
1551,178,"C19H7O13, C19H9O14"
1552,172,"C16H19O7, C16H21O8"
1553,735,"C17H23O7, C18H23O9, C19H23O11, C19H25O12"
1554,71,"C17H19O6, C18H19O8, C19H23O9, C20H23O11"
1555,120,"C17H19O6, C18H19O8, C19H19O10, C19H21O11, C20H21O13"
1556,25,"C17H19O6, C18H19O8, C19H19O10, C19H21O11, C19H23O12"
1557,119,"C17H19O6, C18H19O8, C18H21O9, C19H21O11, C20H21O13"
1558,24,"C17H19O6, C18H19O8, C18H21O9, C19H21O11, C19H23O12"
1559,139,"C14H15O7, C15H15O9"
1560,2672,"C21H23O7, C22H23O9, C23H23O11"
1561,416,"C21H23O7, C22H23O9, C22H25O10"
1562,90,"C17H23O6, C18H23O8"
1563,341,"C20H11O10, C21H15O11"
1564,3634,"C20H11O10, C21H11O12, C21H13O13"
1565,363,"C16H13O8, C17H17O9, C18H17O11, C19H21O12"
1566,185,"C16H13O8, C17H17O9, C18H17O11, C19H17O13"
1567,292,"C15H11O8, C16H11O10, C17H15O11, C18H15O13, C19H19O14"
1568,40,"C14H15O7, C15H15O9, C16H19O10"
1569,157,"C14H15O7, C15H15O9, C16H15O11, C17H15O13"
1570,196,"C14H15O7, C15H15O8"
1571,40,"C14H15O7, C15H19O8, C16H19O10"
1572,157,"C14H15O7, C14H17O8"
1573,576,"C13H15O9, C14H15O11"
1574,878,"C17H9O10, C18H13O11, C19H13O13, C19H15O14"
1575,421,"C17H9O10, C18H13O11, C19H17O12"
1576,484,"C12H13O8, C13H13O10, C14H13O12"
1577,314,"C14H9O11, C15H9O13"
1578,20,"C14H9O11, C15H13O12"
1579,257,"C14H11O9, C15H11O11, C15H13O12, C16H13O14"
1580,606,"C13H9O8, C14H9O10"
1581,379,"C13H11O9, C14H11O11, C15H15O12"
